x,y,z
0.006321639753878117,-0.07725284993648529,-0.38915565609931946
0.006321639753878117,-0.07725284993648529,-0.38915565609931946
0.006200355011969805,-0.07725996524095535,-0.3895516097545624
0.006200355011969805,-0.07725996524095535,-0.3895516097545624
0.006355195306241512,-0.07783866673707962,-0.39002469182014465
0.006355195306241512,-0.07783866673707962,-0.39002469182014465
0.2191220410168171,0.28274930641055107,-0.276247002184391
0.18634124100208282,-0.27506000734865665,-0.265116386115551
0.2878784313797951,0.33831852674484253,-0.6881020665168762
0.25866464152932167,-0.2911917716264725,-0.5848823040723801
0.2884157821536064,0.33813947439193726,-0.6881378889083862
0.25927747786045074,-0.29139938950538635,-0.5849342495203018
0.2888224422931671,0.338095486164093,-0.6878122538328171
0.26052525639533997,-0.29143816232681274,-0.5846582800149918
0.510022584348917,0.2349468246102333,-0.2267318544909358
0.3228747062385082,-0.5069217383861542,-0.19831619784235954
0.24225129559636116,0.05319836735725403,0.227410227060318
0.23742426186800003,-0.1035182774066925,0.2501451373100281
0.57341568171978,-0.12167303171008825,0.4200064241886139
0.5934386700391769,0.0019036410376429558,0.41972655057907104
0.540182888507843,-0.16604773979634047,-0.46372878551483154
0.5504420399665833,-0.018157406710088253,-0.4689529538154602
0.5596940852701664,-0.16636902990285307,0.652662992477417
0.5677946507930756,-0.01250542385969311,0.651573896408081
0.5543023645877838,-0.16214644256979227,0.6607206016778946
0.8268865775316954,0.09147131349891424,0.33625197410583496
0.38517285557463765,-0.358798548579216,-0.003025561571121216
0.44905291334725916,0.21295391023159027,-0.012820713222026825
0.41532681323587894,-0.10709058865904808,-0.08111423254013062
0.439000703394413,-0.02432030439376831,-0.10117074847221375
-0.04562632739543915,0.01999838463962078,-0.3872862160205841
0.1961079239845276,0.2563222963362932,-0.3484857641160488
-0.10028577595949173,0.10262560844421387,-0.43256184458732605
0.34984438866376877,0.04631514847278595,-0.19211454689502716
0.2561047002673149,-0.25670561753213406,-0.44706588238477707
0.3681781515479088,0.2348383367061615,-0.4313744232058525
0.4115157723426819,-0.5136779174208641,-0.24032612144947052
0.44665205478668213,0.5093563348054886,-0.2677636295557022
0.4712677076458931,-0.26231779903173447,-0.3228515163064003
0.15508246421813965,0.5757904201745987,-0.3368227928876877
0.3129395954310894,-0.07398480176925659,-0.34221750497817993
0.25287002325057983,0.4401930868625641,-0.3158225417137146
0.5606358274817467,0.10636092722415924,-0.3837883435189724
0.41555239260196686,0.47160041332244873,-0.3444293513894081
0.28452100418508053,-0.09338321443647146,-0.41502703726291656
0.13131089508533478,0.29212251922581345,-0.4213885962963104
0.507606752216816,-0.06698904372751713,-0.07294072210788727
0.406827412545681,0.33094941079616547,-0.10113634169101715
0.1778883013757877,-0.18625064194202423,-0.4811715856194496
0.022749432013370097,0.2983953207731247,-0.49733664467930794
0.6930594146251678,-0.32363054156303406,-0.0931929349899292
0.21180041134357452,0.7647329792380333,-0.10530675202608109
0.8471844345331192,-0.38298875093460083,-0.1843109391629696
0.213779017329216,0.9448708891868591,-0.23202937841415405
0.7467420995235443,-0.3068798556923866,-0.0571213997900486
0.5216236114501953,0.624792542308569,-0.08016986772418022
0.8710844852030277,-0.4686167389154434,-0.06903846189379692
0.4937497340142727,0.7139219790697098,-0.1333940625190735
0.525152251124382,-0.609117865562439,-0.06428024545311928
0.19938895106315613,0.7918904274702072,-0.10924125090241432
0.7031733244657516,-0.25799158215522766,-0.2920866012573242
0.5124497348442674,0.49980269372463226,-0.2953749746084213
0.6132707297801971,-0.13450345396995544,-0.3731881082057953
0.5253506153821945,0.3520669788122177,-0.2986983060836792
1.046286553144455,-0.5767045617103577,-0.03253284189850092
0.5910673439502716,0.9211675226688385,-0.15874152071774006
0.43280941247940063,-0.1020464301109314,-0.1198001429438591
0.7721973806619644,1.2647353112697601,-0.15920639783143997
0.8734731152653694,-0.4625382274389267,-0.41322582960128784
0.10152565687894821,0.8188599348068237,-0.27015548944473267
0.4531269371509552,-0.1540670022368431,-0.09793820977210999
0.13398052752017975,0.49198175966739655,-0.1104733794927597
0.6901828497648239,-0.38188234344124794,-0.3038950264453888
0.100470632314682,0.911134472116828,-0.2767036333680153
