x,y,z
0.3821600005030632,-0.11951489374041557,-0.4943227618932724
0.254836518317461,0.326486062258482,-0.5100919008255005
0.6021601930260658,-0.4278832897543907,-0.32586463540792465
0.24204863607883453,0.6582746580243111,-0.3776977211236954
0.26944858580827713,0.36607254669070244,-0.11061146855354309
0.21367435157299042,0.39180995151400566,-0.5705701410770416
0.19211789965629578,0.41502492129802704,-0.21257649175822735
0.17404361255466938,0.6597638130187988,-0.46782760322093964
0.11944784224033356,0.5419982802122831,-0.44670258462429047
0.14782353676855564,0.7647080011665821,-0.2590688690543175
0.16561789065599442,0.6935843378305435,-0.5365323722362518
0.17866399884223938,0.8063131421804428,-0.15302099287509918
0.1814025416970253,0.9408206343650818,-0.49171410501003265
0.2634839788079262,0.6715778708457947,-0.19171399623155594
0.23170731216669083,0.6389514803886414,-0.5618417859077454
0.25956299155950546,0.5890570878982544,-0.19179250299930573
0.2929603233933449,0.386783242225647,-0.4735954999923706
0.23926731199026108,0.6393434703350067,-0.273422222584486
0.3271360322833061,0.1679118350148201,-0.29893680661916733
0.23109720647335052,0.46349114179611206,-0.4268919751048088
0.32009750604629517,0.20017901808023453,-0.19962617754936218
0.22024818509817123,0.2882695831358433,-0.5373628735542297
0.340511254966259,0.21842989325523376,-0.21826929226517677
0.4060772843658924,0.032273709774017334,-0.5742823481559753
0.34806132316589355,0.07734048366546631,-0.32791148871183395
0.4145997613668442,-0.24450433254241943,-0.3951279819011688
0.36766135692596436,-0.08631432056427002,-0.17117691040039062
0.30017249286174774,0.28456592559814453,-0.15687008202075958
0.3465585559606552,0.12523210048675537,-0.49477745592594147
0.25890369713306427,0.550136148929596,-0.1821206659078598
0.3307664319872856,-0.07796180248260498,-0.5226104408502579
0.3663507327437401,0.14717841148376465,-0.1406223028898239
0.39654128858819604,-0.2236243486404419,-0.3439692258834839
0.2974815107882023,0.13661164045333862,-0.2947332728654146
0.4327691253274679,0.05403891205787659,-0.11047430336475372
0.2516356408596039,0.24082410335540771,-0.5111419856548309
0.41854365170001984,0.1097535789012909,-0.08067649602890015
0.3392929285764694,0.09899595379829407,-0.5420030951499939
0.29260094463825226,0.24923629313707352,-0.3640678599476814
0.4155254662036896,-0.04224133491516113,-0.4306759014725685
0.36369601637125015,-0.03393685817718506,-0.3088066279888153
0.2789171189069748,0.3646574839949608,-0.319728285074234
0.31661492586135864,-0.025215446949005127,-0.46143485605716705
0.3156225234270096,0.3082877052947879,-0.03280448168516159
0.2305944263935089,0.09502358734607697,-0.5748140960931778
0.24706566333770752,0.21663614362478256,-0.03319886326789856
0.2103385627269745,0.22118715941905975,-0.42406246066093445
0.3317599594593048,-0.011184990406036377,-0.16362528316676617
0.21642049471847713,-0.11649706785101444,-0.3748165965080261
0.1041648630052805,0.2691552983596921,-0.38201694190502167
0.3212851546704769,0.18487294018268585,-0.406437985599041
0.39314935728907585,0.057515304535627365,-0.05839483253657818
0.30839627981185913,0.3041215091943741,-0.22202250361442566
0.3983798697590828,-0.015526928007602692,-0.1763201355934143
0.4011844228953123,0.0627056211233139,0.0077141039073467255
0.28722826205193996,0.23731613159179688,-0.38480114191770554
0.363364165648818,0.2347320318222046,-0.08399544190615416
0.4015114586800337,0.024175751954317093,-0.32731365505605936
0.3521379195153713,0.2731751352548599,-0.2818092470988631
0.4575776681303978,-0.011894471943378448,0.02870497084222734
0.4298545941710472,-0.06645698845386505,0.031942715868353844
0.21414250880479813,0.3197912648320198,-0.21617064625024796
0.35885297879576683,-0.08137375116348267,-0.3266248106956482
0.3066594563424587,0.29709605127573013,-0.010495705530047417
0.4123292490839958,-0.0666344165802002,-0.24452730175107718
0.19199645146727562,0.15063321590423584,-0.47739918529987335
