x,y,z
0.267126839607954,-0.16005282755941153,-0.47121697664260864
0.16003227978944778,0.30930623039603233,-0.4789165258407593
0.0567937521263957,-0.2747727632522583,-0.3734317049384117
0.3418537527322769,0.06753098964691162,-0.3834366798400879
0.09382659196853638,-0.23316144570708275,-0.010507524013519287
0.27450570464134216,0.10875639319419861,-0.003208935260772705
-0.22901223599910736,-0.12243030592799187,0.008058235049247742
0.24354638159275055,-0.2023037038743496,-0.007548794150352478
-0.28831641376018524,-0.18239260837435722,-0.1300386991351843
0.3690710663795471,0.1925494223833084,0.07906536012887955
-0.3007081300020218,-0.16041552647948265,-0.08621226251125336
0.6640412956476212,0.27444547414779663,0.16124361753463745
-0.295940563082695,-0.15913137421011925,-0.08529320359230042
0.5911098718643188,0.21295294165611267,-0.28927507251501083
-0.2858196645975113,-0.2291562519967556,-0.13998180255293846
-0.05140973627567291,0.17443270981311798,0.2238668305799365
-0.1541113555431366,-0.24028700217604637,-0.0965033769607544
-0.1774512231349945,-0.20548113528639078,0.13595809414982796
-0.1238565742969513,-0.14791665598750114,-0.18276840075850487
0.15466561913490295,-0.2064128965139389,0.31177546083927155
-0.11722737550735474,-0.14652246609330177,-0.34699782729148865
0.15253235399723053,-0.24894708395004272,0.6093237400054932
0.27691544964909554,0.04984801262617111,0.058453500270843506
0.04574001953005791,0.2779456712305546,0.0749584436416626
0.15618965029716492,-0.48682552576065063,-0.0584392249584198
0.3590922951698303,-0.271956454962492,-0.07506519556045532
0.2814984619617462,-0.2927636280655861,0.24726658314466476
0.46479129791259766,0.010304391384124756,0.24762578681111336
0.7912193536758423,0.2771896719932556,0.3517657071352005
0.6677636802196503,0.5076729655265808,0.37096644937992096
0.5093989968299866,-0.38423264026641846,0.3460796922445297
0.6577931642532349,-0.16132047772407532,0.3980962783098221
-0.10911201313138008,-0.2104741930961609,0.23372050374746323
0.14618292450904846,-0.16774004697799683,0.24450316437287256
0.24231581669300795,0.13358893617987633,0.03155998885631561
-0.1090302336961031,0.20668809115886688,-0.2964856028556824
0.19799306080676615,0.08607105445116758,-0.2880934998393059
-0.08068589540198445,0.2276713028550148,0.07593344151973724
0.20774753019213676,-0.0319700613617897,0.2017916925251484
-0.07389928214251995,0.1494416631758213,0.2161557599902153
-0.15377500653266907,-0.4460558593273163,0.1616915985941887
0.36014825105667114,-0.3979092985391617,0.21762771904468536
-0.19438013061881065,0.1444648802280426,0.05969424545764923
-0.21611746028065681,-0.1502806842327118,0.06318332254886627
0.16403936181450263,-0.12614193558692932,-0.10179692134261131
-0.09561262279748917,0.2578257545828819,-0.11661294475197792
0.10244137793779373,-0.02484765648841858,-0.2670154646039009
-0.00950297899544239,0.10873022675514221,-0.2740102969110012
0.04952314496040344,-0.11155213415622711,0.19886261224746704
0.09784059971570969,0.09435813128948212,-0.3696849197149277
-0.01567208021879196,-0.24856071174144745,0.16319219022989273
0.15385650843381882,0.24610649421811104,-0.2714304719120264
0.6203485000878572,-0.15751993656158447,0.15419229865074158
-0.24522585049271584,0.6625858247280121,0.16904869675636292
0.42066439986228943,-0.43953385949134827,0.009766384959220886
-0.038378775119781494,0.6401416063308716,-0.008192665874958038
0.1773729771375656,-0.0740768313407898,-0.11327095329761505
-0.03166972100734711,0.1636536419391632,0.3785560876131058
